,week,release_id,release_date,zero_release,non_zero_release,operator_kept,stanford_kept,strict_qc_kept,pass_all_qc,fail_all_qc,release_rate_kgh,operator_quantification,operator_lower,operator_upper,operator_detected,qc_summary,windspeed_20m_avg,windspeed_20m_std,winddir_20m_avg,winddir_20m_std,winddir_20m_cv,operator_windspeed,true_positive,false_positive,true_negative,false_negative,qc_flag
22,2,23,2024-06-26,True,False,True,True,True,True,True,0.0,0.08,0.0559999999999999,0.104,True,pass_all,3.7944859154929578,1.021054841407611,51.37146478873239,18.43059972665393,0.0511961103518164,,False,True,False,False,Totaled emission rate of 0.08
23,2,25,2024-06-27,False,True,True,True,True,True,True,42.06,14.22,9.954,18.486,True,pass_all,3.5322237762237765,1.0131102815238338,285.26486013986016,21.82148228357295,0.0606152285654804,,True,False,False,False,Totaled emission rate of 14.22
24,2,26,2024-06-27,False,True,True,True,True,True,True,0.57,16.16,11.312,21.008000000000003,True,pass_all,3.3701602564102573,0.9463078916320496,276.84071794871795,23.678665319826777,0.0657740703328521,,True,False,False,False,Totaled emission rate of 16.16
25,2,27,2024-06-27,False,True,True,True,True,True,True,8.55,0.55,0.385,0.7150000000000001,True,pass_all,3.861631944444445,0.902162791711474,300.5999861111111,17.553266218262678,0.0487590728285074,,True,False,False,False,Totaled emission rate of 0.55
26,2,28,2024-06-27,False,True,True,True,True,True,True,13.91,5.67,3.969,7.371,True,pass_all,4.11600704225352,1.0227037902067473,301.6137464788732,17.302975827422465,0.0480638217428401,,True,False,False,False,Totaled emission rate of 5.67
27,2,29,2024-06-27,False,True,True,True,True,True,True,37.59,9.46,6.622,12.298000000000002,True,pass_all,4.228445205479452,0.7872632213786408,313.1603698630137,15.979900984732916,0.0443886138464803,,True,False,False,False,Totaled emission rate of 9.46
28,2,30,2024-06-27,False,True,True,True,True,True,True,81.3,10.0,7.0,13.0,True,pass_all,4.1649513888888885,0.9328989206885352,306.6812430555556,18.908503804159057,0.0525236216782196,,True,False,False,False,Totaled emission rate of 10
29,2,31,2024-06-27,False,True,True,True,True,True,True,1.44,23.53,16.471,30.589,True,pass_all,3.9618733333333336,0.793841829094239,307.7349133333333,16.617379266571348,0.046159386851587,,True,False,False,False,Totaled emission rate of 23.53
30,2,32,2024-06-28,False,True,True,True,True,True,True,2.98,1.13,0.7909999999999999,1.469,True,pass_all,1.9623741007194244,0.4888482956255046,308.172690647482,20.24685517323112,0.0562412643700864,,True,False,False,False,Totaled emission rate of 1.13
31,2,33,2024-06-28,False,True,True,True,True,True,True,0.32,2.12,1.484,2.756,True,pass_all,1.404677685950413,0.5769756380598756,236.32622314049584,34.517066358789585,0.0958807398855266,,True,False,False,False,Totaled emission rate of 2.12
32,2,34,2024-06-28,False,True,False,False,False,False,False,189.0,,,,False,not_measured,1.3576614173228347,0.4879299686360875,201.3531968503937,74.15372588423742,0.2059825719006595,,False,False,False,False,UAV not in air during this timeframe.
33,2,35,2024-06-28,False,True,True,True,True,True,True,19.23,6.8,4.76,8.84,True,pass_all,1.9786573426573424,0.5354514891678271,275.83693706293707,25.58086024708178,0.0710579451307827,,True,False,False,False,Totaled emission rate of 6.8
